,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,ReadingScore,WritingScore,MathScore
31,female,group C,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,< 5,88,86,73
32,male,group D,,free/reduced,none,divorced,sometimes,,2,private,05-Oct,66,62,61
33,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,99,100,94
34,female,group D,some high school,free/reduced,none,married,sometimes,yes,3,private,05-Oct,67,64,48
35,female,group C,some college,standard,none,married,sometimes,no,3,private,< 5,59,57,56
36,female,,high school,standard,none,married,sometimes,no,3,school_bus,> 10,60,66,56
37,female,group B,high school,standard,none,married,sometimes,yes,2,private,> 10,87,78,70
38,female,group E,associate's degree,standard,completed,married,sometimes,yes,,private,05-Oct,85,91,82
39,female,group B,some college,standard,completed,single,sometimes,yes,3,school_bus,05-Oct,83,88,66
40,female,,master's degree,free/reduced,none,single,regularly,yes,3,school_bus,05-Oct,52,54,42
41,male,group C,bachelor's degree,free/reduced,none,single,regularly,yes,4,school_bus,< 5,69,65,60
43,female,group A,high school,standard,,single,regularly,no,4,private,< 5,80,78,74
44,male,group D,associate's degree,standard,none,divorced,regularly,yes,5,private,< 5,61,65,67
45,female,group B,master's degree,free/reduced,,,sometimes,yes,2,private,05-Oct,71,71,61
46,male,group B,master's degree,standard,none,divorced,regularly,yes,4,private,05-Oct,53,49,55
47,male,group D,high school,standard,none,married,sometimes,yes,,school_bus,< 5,58,54,67
48,male,group C,some high school,standard,completed,married,regularly,no,1,private,05-Oct,72,75,77
49,female,group D,associate's degree,standard,none,married,regularly,yes,4,,05-Oct,87,87,81
50,male,group D,some college,standard,completed,single,regularly,no,1,school_bus,< 5,84,84,85
51,male,group E,some college,standard,completed,married,regularly,no,2,school_bus,> 10,70,74,89
52,male,group D,bachelor's degree,free/reduced,,married,sometimes,yes,1,school_bus,> 10,73,68,71
53,female,group E,associate's degree,standard,,married,sometimes,yes,1,school_bus,05-Oct,77,68,61
54,male,group C,some high school,standard,none,single,never,yes,2,school_bus,05-Oct,81,80,84
55,female,group C,associate's degree,free/reduced,none,single,sometimes,yes,3,private,05-Oct,72,70,65
56,male,group E,associate's degree,free/reduced,none,divorced,never,yes,2,school_bus,05-Oct,64,64,65
57,male,group D,some college,free/reduced,none,single,sometimes,yes,,school_bus,05-Oct,77,72,73
58,female,group E,associate's degree,standard,completed,single,sometimes,no,1,school_bus,05-Oct,79,82,78
59,female,group C,some college,free/reduced,none,married,regularly,yes,0,private,05-Oct,57,48,40
61,female,group C,some college,standard,none,single,sometimes,yes,4,private,> 10,97,85,82
62,male,group D,master's degree,standard,none,married,sometimes,yes,4,private,< 5,72,70,73
63,female,group D,high school,standard,none,married,never,no,2,school_bus,< 5,79,72,73
64,female,group D,,standard,none,married,never,no,1,school_bus,05-Oct,73,78,69
65,female,group E,some college,free/reduced,completed,divorced,sometimes,yes,3,school_bus,05-Oct,71,73,61
66,female,group E,high school,standard,completed,divorced,sometimes,yes,1,,05-Oct,82,89,83
67,male,group D,some high school,standard,completed,married,sometimes,yes,1,school_bus,05-Oct,63,68,71
68,female,group D,some college,free/reduced,none,divorced,regularly,yes,4,private,05-Oct,65,65,50
69,male,group C,,standard,completed,single,sometimes,no,1,private,05-Oct,69,70,71
70,female,group D,bachelor's degree,standard,completed,,sometimes,no,3,private,05-Oct,74,83,64
71,female,group C,some college,standard,none,,regularly,yes,3,school_bus,< 5,51,49,56
72,male,group B,associate's degree,free/reduced,completed,married,sometimes,no,3,school_bus,05-Oct,74,68,68
73,male,group D,master's degree,standard,none,married,never,no,2,school_bus,> 10,83,87,91
74,female,group C,some college,free/reduced,,single,regularly,yes,1,private,,64,68,54
75,female,group D,,standard,none,divorced,regularly,,3,private,05-Oct,63,62,57
76,female,group A,some college,free/reduced,none,married,sometimes,yes,3,,05-Oct,51,47,29
77,male,group E,some college,free/reduced,completed,married,sometimes,yes,1,school_bus,05-Oct,66,70,76
78,male,group C,,standard,none,married,sometimes,yes,7,private,05-Oct,83,75,88
79,male,group C,associate's degree,standard,none,married,sometimes,yes,3,private,> 10,66,57,62
80,male,group A,some college,standard,completed,single,sometimes,no,3,private,05-Oct,64,65,67
81,male,group B,associate's degree,standard,none,single,never,yes,1,,< 5,65,62,56
82,female,group C,high school,free/reduced,completed,divorced,sometimes,yes,,school_bus,05-Oct,75,78,64
84,female,group C,associate's degree,free/reduced,,,regularly,yes,3,school_bus,05-Oct,61,55,39
85,male,group C,some high school,standard,completed,single,regularly,yes,0,school_bus,< 5,66,61,57
86,female,group B,associate's degree,standard,none,single,regularly,,2,school_bus,05-Oct,90,87,85
87,male,group C,high school,standard,completed,single,,yes,,private,> 10,95,90,94
89,female,group C,some high school,standard,completed,single,regularly,no,1,school_bus,05-Oct,81,83,63
90,male,group C,some high school,standard,none,married,regularly,no,3,private,05-Oct,52,49,60
91,male,group D,some college,standard,none,single,sometimes,yes,4,,05-Oct,88,85,90
92,male,group C,bachelor's degree,standard,none,divorced,regularly,no,4,school_bus,05-Oct,82,84,81
93,male,group D,,standard,none,divorced,regularly,no,1,school_bus,< 5,54,49,50
94,female,,bachelor's degree,free/reduced,none,single,regularly,no,1,school_bus,05-Oct,56,50,47
95,male,group C,some high school,standard,none,married,sometimes,yes,4,school_bus,< 5,53,48,62
96,female,group C,bachelor's degree,standard,none,divorced,regularly,yes,1,private,05-Oct,46,50,44
98,male,group B,associate's degree,standard,,single,regularly,yes,2,school_bus,05-Oct,73,72,74
101,female,group B,high school,standard,none,married,sometimes,no,3,,05-Oct,53,51,44
102,male,group C,some college,standard,none,married,regularly,no,1,private,05-Oct,72,70,78
103,female,group A,some high school,standard,none,divorced,sometimes,no,4,school_bus,< 5,55,50,44
104,male,group B,bachelor's degree,standard,none,widowed,sometimes,yes,0,,< 5,86,88,94
105,female,group A,some high school,standard,none,married,sometimes,yes,2,private,05-Oct,77,76,61
108,female,group D,associate's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,05-Oct,61,69,47
109,female,group C,high school,free/reduced,none,divorced,regularly,yes,1,school_bus,05-Oct,63,62,33
110,female,group B,some college,free/reduced,completed,widowed,sometimes,yes,1,school_bus,,61,63,49
111,male,group D,some high school,standard,none,married,regularly,yes,5,,05-Oct,57,49,60
112,male,group D,some high school,free/reduced,completed,single,sometimes,no,1,private,< 5,59,57,58
113,female,group B,some high school,standard,none,divorced,regularly,yes,0,,05-Oct,66,60,54
114,male,group C,some high school,standard,completed,married,sometimes,no,3,school_bus,> 10,88,85,88
115,female,group E,some high school,standard,completed,divorced,never,yes,3,school_bus,05-Oct,69,75,65
116,female,group D,master's degree,free/reduced,none,divorced,regularly,yes,2,private,05-Oct,100,100,91
117,male,group B,some college,standard,none,married,sometimes,yes,1,school_bus,05-Oct,59,56,64
118,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,,school_bus,> 10,32,31,36
119,male,group D,associate's degree,free/reduced,completed,single,sometimes,no,2,school_bus,> 10,77,80,73
120,male,group B,associate's degree,standard,none,married,sometimes,yes,0,,< 5,56,56,56
121,male,group A,some college,standard,none,married,regularly,yes,2,school_bus,< 5,50,45,59
122,male,group C,bachelor's degree,standard,none,married,regularly,yes,0,private,05-Oct,49,48,49
125,female,group E,some college,standard,none,divorced,sometimes,yes,3,school_bus,05-Oct,99,92,100
127,female,group C,associate's degree,standard,,single,never,yes,0,school_bus,05-Oct,89,89,76
129,male,group D,associate's degree,standard,completed,married,sometimes,no,3,private,05-Oct,91,93,95
130,female,group E,some high school,standard,none,divorced,sometimes,yes,1,school_bus,05-Oct,72,61,70
131,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,< 5,72,78,70
132,male,group C,associate's degree,free/reduced,none,married,sometimes,no,3,school_bus,05-Oct,64,60,59
133,male,group C,some high school,standard,none,divorced,never,no,1,,05-Oct,86,81,88
134,male,group C,some college,standard,none,married,sometimes,no,2,school_bus,05-Oct,82,78,78
135,female,group B,high school,standard,none,single,sometimes,yes,1,private,05-Oct,72,70,57
136,male,group D,high school,free/reduced,,single,regularly,no,2,school_bus,> 10,70,64,68
137,female,group B,some high school,standard,completed,divorced,regularly,yes,0,private,< 5,84,89,76
138,male,group C,bachelor's degree,free/reduced,none,single,regularly,no,2,school_bus,< 5,58,52,63
139,female,group C,some college,free/reduced,none,single,sometimes,yes,2,school_bus,05-Oct,57,64,57
140,female,group B,high school,standard,,single,sometimes,no,2,school_bus,< 5,65,66,68
141,female,group B,some college,standard,completed,married,sometimes,no,3,,05-Oct,52,49,45
142,female,group C,master's degree,standard,none,single,sometimes,no,1,private,05-Oct,91,87,75
143,female,group E,high school,standard,none,married,sometimes,yes,4,school_bus,05-Oct,72,72,80
144,female,group C,some college,standard,none,married,regularly,yes,1,school_bus,> 10,76,66,75
145,male,group C,some high school,standard,none,single,never,yes,1,private,05-Oct,56,50,64
146,female,group C,high school,free/reduced,none,,sometimes,yes,1,,< 5,67,57,53
147,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,3,private,05-Oct,94,84,86
148,male,group D,high school,free/reduced,none,single,sometimes,yes,1,school_bus,> 10,75,63,67
150,female,,associate's degree,free/reduced,completed,divorced,never,no,3,school_bus,05-Oct,69,73,52
151,female,group A,associate's degree,standard,none,married,never,yes,4,school_bus,05-Oct,63,67,53
152,female,group A,some high school,standard,none,married,sometimes,no,1,school_bus,05-Oct,70,65,49
153,female,group C,,free/reduced,completed,single,regularly,yes,4,private,> 10,53,59,46
154,female,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,no,3,private,< 5,89,95,77
155,female,group C,associate's degree,standard,none,married,sometimes,no,1,private,05-Oct,67,65,56
156,female,group C,high school,free/reduced,none,divorced,regularly,yes,1,school_bus,< 5,61,65,52
158,female,group C,associate's degree,standard,none,single,sometimes,yes,3,school_bus,05-Oct,62,63,64
160,male,group D,some college,standard,none,married,never,no,1,school_bus,< 5,77,77,90
161,male,group A,some college,standard,none,married,regularly,no,1,private,> 10,48,40,63
162,female,group C,bachelor's degree,standard,none,single,sometimes,yes,3,school_bus,< 5,70,66,58
163,female,group C,bachelor's degree,free/reduced,none,married,regularly,no,4,school_bus,05-Oct,62,52,40
164,female,group C,bachelor's degree,standard,none,single,never,yes,3,school_bus,05-Oct,64,56,58
166,male,group C,associate's degree,standard,none,married,sometimes,yes,1,school_bus,05-Oct,74,76,78
167,male,group D,master's degree,standard,none,married,regularly,yes,3,,05-Oct,71,73,74
168,female,group C,associate's degree,free/reduced,none,widowed,sometimes,yes,3,school_bus,05-Oct,70,66,51
170,male,group B,,free/reduced,completed,married,sometimes,yes,0,school_bus,05-Oct,61,65,78
171,male,group C,some high school,standard,completed,married,sometimes,no,1,private,05-Oct,49,47,47
173,male,group C,some college,standard,completed,,regularly,yes,2,private,> 10,81,81,85
174,female,group A,some college,standard,none,single,regularly,yes,2,school_bus,05-Oct,58,63,55
175,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,3,private,05-Oct,48,46,38
176,male,group B,high school,free/reduced,completed,married,never,yes,5,private,< 5,46,43,41
177,male,group B,associate's degree,standard,none,single,sometimes,yes,3,school_bus,< 5,60,58,59
178,female,group B,high school,free/reduced,completed,married,,yes,,school_bus,05-Oct,74,79,59
179,female,group C,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2,private,05-Oct,56,58,52
180,male,group D,associate's degree,free/reduced,,married,never,no,2,school_bus,> 10,75,75,72
181,male,group D,some high school,standard,,single,regularly,yes,3,private,05-Oct,57,59,73
182,female,group C,some college,standard,none,divorced,sometimes,no,2,private,< 5,58,57,40
183,male,group D,some college,free/reduced,,married,regularly,no,2,private,< 5,83,79,73
184,male,group D,some college,free/reduced,none,married,regularly,yes,2,school_bus,< 5,48,47,54
185,male,,high school,standard,none,married,sometimes,yes,3,school_bus,< 5,62,54,63
186,female,,,standard,completed,,never,no,2,private,05-Oct,88,82,67
187,female,group B,associate's degree,free/reduced,none,married,regularly,yes,5,school_bus,< 5,75,72,55
188,male,group C,,free/reduced,none,married,never,no,3,school_bus,05-Oct,51,44,58
189,male,group C,some college,standard,completed,married,sometimes,yes,3,school_bus,> 10,86,82,94
190,female,group A,some college,standard,none,married,sometimes,no,4,,< 5,70,69,61
191,male,group C,,standard,none,,regularly,yes,2,school_bus,05-Oct,64,68,75
192,female,group C,some high school,free/reduced,,single,regularly,no,2,,< 5,56,56,40
194,male,group B,high school,standard,completed,married,regularly,no,4,school_bus,05-Oct,81,78,88
195,female,group B,some college,standard,none,single,regularly,yes,1,school_bus,05-Oct,61,69,52
196,female,group B,some high school,free/reduced,none,married,regularly,yes,1,private,< 5,65,59,57
197,male,,bachelor's degree,standard,completed,single,sometimes,yes,0,private,< 5,76,69,70
198,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,2,school_bus,< 5,71,63,64
